区分,薬価基準収載医薬品コード,成分名,規格,,,,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
内用薬,2149044F6026,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメテックＯＤ錠２０ｍｇ,第一三共,,先発品,○,112.80 ,,
内用薬,2149044F6034,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,56.40 ,,H29.6.16収載
内用薬,2149044F6042,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6050,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「ＫＮ」,小林化工,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6069,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「アメル」,共和薬品工業,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6077,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「サワイ」,沢井製薬,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6085,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「トーワ」,東和薬品,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6093,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「日医工」,日医工,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6107,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「ニプロ」,ニプロ,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F6115,オルメサルタンメドキソミル,２０ｍｇ１錠,,,,オルメサルタンＯＤ錠２０ｍｇ「ファイザー」,マイラン製薬,後発品,,,45.10 ,,H29.12.8収載
内用薬,2149044F7022,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメテックＯＤ錠４０ｍｇ,第一三共,,先発品,○,171.50 ,,
内用薬,2149044F7030,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,84.60 ,,H29.6.16収載
内用薬,2149044F7049,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F7057,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「ＫＮ」,小林化工,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F7065,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「サワイ」,沢井製薬,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F7073,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「トーワ」,東和薬品,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F7081,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「日医工」,日医工,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F7090,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「ニプロ」,ニプロ,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F7103,オルメサルタンメドキソミル,４０ｍｇ１錠,,,,オルメサルタンＯＤ錠４０ｍｇ「ファイザー」,マイラン製薬,後発品,,,67.70 ,,H29.12.8収載
内用薬,2149044F8029,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメテックＯＤ錠５ｍｇ,第一三共,,先発品,○,31.50 ,,H29.6.16収載
内用薬,2149044F8037,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,15.60 ,,H29.6.16収載
内用薬,2149044F8045,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,12.50 ,,H29.12.8収載
内用薬,2149044F8053,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「ＫＮ」,小林化工,後発品,,,12.50 ,,H29.12.8収載
内用薬,2149044F8061,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「サワイ」,沢井製薬,後発品,,,12.50 ,,H29.12.8収載
内用薬,2149044F8070,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「トーワ」,東和薬品,後発品,,,12.50 ,,H29.12.8収載
内用薬,2149044F8088,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「ニプロ」,ニプロ,後発品,,,12.50 ,,H29.12.8収載
内用薬,2149044F8096,オルメサルタンメドキソミル,５ｍｇ１錠,,,,オルメサルタンＯＤ錠５ｍｇ「ファイザー」,マイラン製薬,後発品,,,12.50 ,,H29.12.8収載
内用薬,2149045F1029,エプレレノン,２５ｍｇ１錠,局,,,セララ錠２５ｍｇ,ファイザー,,先発品,,47.40 ,,H29.10.1局方品
内用薬,2149045F2025,エプレレノン,５０ｍｇ１錠,局,,,セララ錠５０ｍｇ,ファイザー,,先発品,,90.70 ,,H29.10.1局方品
内用薬,2149045F3021,エプレレノン,１００ｍｇ１錠,局,,,セララ錠１００ｍｇ,ファイザー,,先発品,,172.80 ,,H29.10.1局方品
内用薬,2149046F1023,イルベサルタン,５０ｍｇ１錠,,,,アバプロ錠５０ｍｇ,大日本住友製薬,,先発品,○,59.10 ,,
内用薬,2149046F1031,イルベサルタン,５０ｍｇ１錠,,,,イルベタン錠５０ｍｇ,塩野義製薬,,先発品,○,58.80 ,,
内用薬,2149046F1040,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「ＤＳＰＢ」,ＤＳファーマバイオメディカル,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1058,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1066,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「ＫＮ」,小林化工,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1074,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「オーハラ」,大原薬品工業,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1082,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「共創未来」,共創未来ファーマ,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1090,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「ケミファ」,日本ケミファ,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1104,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「サワイ」,沢井製薬,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1112,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「トーワ」,東和薬品,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1120,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「日医工」,日医工,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F1139,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタン錠５０ｍｇ「ニプロ」,ニプロ,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F2020,イルベサルタン,１００ｍｇ１錠,,,,アバプロ錠１００ｍｇ,大日本住友製薬,,先発品,○,112.70 ,,
内用薬,2149046F2038,イルベサルタン,１００ｍｇ１錠,,,,イルベタン錠１００ｍｇ,塩野義製薬,,先発品,○,111.90 ,,
内用薬,2149046F2046,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「ＤＳＰＢ」,ＤＳファーマバイオメディカル,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2054,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2062,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「ＫＮ」,小林化工,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2070,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「オーハラ」,大原薬品工業,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2089,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「共創未来」,共創未来ファーマ,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2097,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「ケミファ」,日本ケミファ,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2100,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「サワイ」,沢井製薬,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2119,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「トーワ」,東和薬品,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2127,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「日医工」,日医工,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F2135,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタン錠１００ｍｇ「ニプロ」,ニプロ,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F3026,イルベサルタン,２００ｍｇ１錠,,,,アバプロ錠２００ｍｇ,大日本住友製薬,,先発品,○,173.20 ,,
内用薬,2149046F3034,イルベサルタン,２００ｍｇ１錠,,,,イルベタン錠２００ｍｇ,塩野義製薬,,先発品,○,170.80 ,,
内用薬,2149046F3042,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「ＤＳＰＢ」,ＤＳファーマバイオメディカル,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3050,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「ＥＥ」,エルメッド　エーザイ,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3069,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「ＫＮ」,小林化工,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3077,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「オーハラ」,大原薬品工業,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3085,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「共創未来」,共創未来ファーマ,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3093,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「ケミファ」,日本ケミファ,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3107,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「サワイ」,沢井製薬,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3115,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「トーワ」,東和薬品,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3123,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「日医工」,日医工,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F3131,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタン錠２００ｍｇ「ニプロ」,ニプロ,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149046F4022,イルベサルタン,５０ｍｇ１錠,,,,イルベサルタンＯＤ錠５０ｍｇ「トーワ」,東和薬品,後発品,,,29.50 ,,H29.12.8収載
内用薬,2149046F5029,イルベサルタン,１００ｍｇ１錠,,,,イルベサルタンＯＤ錠１００ｍｇ「トーワ」,東和薬品,後発品,,,56.20 ,,H29.12.8収載
内用薬,2149046F6025,イルベサルタン,２００ｍｇ１錠,,,,イルベサルタンＯＤ錠２００ｍｇ「トーワ」,東和薬品,後発品,,,84.30 ,,H29.12.8収載
内用薬,2149047F1028,アリスキレンフマル酸塩,１５０ｍｇ１錠,,,,ラジレス錠１５０ｍｇ,ノバルティス　ファーマ,,先発品,,134.80 ,,
内用薬,2149048F1022,アジルサルタン,２０ｍｇ１錠,,,,アジルバ錠２０ｍｇ,武田薬品工業,,先発品,,139.80 ,,
内用薬,2149048F2029,アジルサルタン,４０ｍｇ１錠,,,,アジルバ錠４０ｍｇ,武田薬品工業,,先発品,,209.90 ,,
内用薬,2149048F3025,アジルサルタン,１０ｍｇ１錠,,,,アジルバ錠１０ｍｇ,武田薬品工業,,先発品,,93.50 ,,
内用薬,2149103F1031,ベンチルヒドロクロロチアジド・レセルピン配合剤,１錠,,,,ベハイドＲＡ配合錠,杏林製薬,,,,5.60 ,,
内用薬,2149110F1040,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,プレミネント配合錠ＬＤ,ＭＳＤ,,先発品,○,128.50 ,,
内用薬,2149110F1058,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＡＡ」,あすか製薬,後発品,,,50.20 ,H30.3.31まで,
内用薬,2149110F1066,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＤＫ」,大興製薬,後発品,,,50.20 ,,
内用薬,2149110F1074,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＥＥ」,エルメッド　エーザイ,後発品,,,50.20 ,,
内用薬,2149110F1082,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＥＰ」,第一三共エスファ,後発品,,,50.20 ,,
内用薬,2149110F1090,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＦＦＰ」,富士フイルムファーマ,後発品,,,50.20 ,,
内用薬,2149110F1104,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＪＧ」,日本ジェネリック,後発品,,,50.20 ,,
内用薬,2149110F1112,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＫＮ」,小林化工,後発品,,,50.20 ,,
内用薬,2149110F1120,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＫＯ」,寿製薬,後発品,,,50.20 ,,
内用薬,2149110F1139,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＫＯＧ」,興和,後発品,,,50.20 ,H30.3.31まで,
内用薬,2149110F1147,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＳＮ」,シオノケミカル,後発品,,,50.20 ,,
内用薬,2149110F1155,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＴＣＫ」,辰巳化学,後発品,,,50.20 ,,
内用薬,2149110F1163,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ＹＤ」,陽進堂,後発品,,,50.20 ,,
内用薬,2149110F1171,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「アメル」,共和薬品工業,後発品,,,50.20 ,,
内用薬,2149110F1180,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「科研」,ダイト,後発品,,,50.20 ,,
内用薬,2149110F1198,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「杏林」,キョーリンリメディオ,後発品,,,50.20 ,,
内用薬,2149110F1201,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ケミファ」,日本ケミファ,後発品,,,50.20 ,,
内用薬,2149110F1210,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「サワイ」,沢井製薬,後発品,,,50.20 ,,
内用薬,2149110F1228,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「サンド」,サンド,後発品,,,50.20 ,,
内用薬,2149110F1236,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「三和」,三和化学研究所,後発品,,,50.20 ,,
内用薬,2149110F1244,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「タカタ」,高田製薬,後発品,,,50.20 ,,
内用薬,2149110F1252,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「タナベ」,田辺三菱製薬,後発品,,,50.20 ,,
内用薬,2149110F1260,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ツルハラ」,鶴原製薬,後発品,,,50.20 ,,
内用薬,2149110F1279,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「トーワ」,東和薬品,後発品,,,50.20 ,,
内用薬,2149110F1287,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「日医工」,日医工,後発品,,,50.20 ,,
内用薬,2149110F1295,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「日新」,日新製薬（山形）,後発品,,,50.20 ,,
内用薬,2149110F1309,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ニプロ」,ニプロ,後発品,,,50.20 ,,
内用薬,2149110F1317,ロサルタンカリウム・ヒドロクロロチアジド,１錠,局,,,ロサルヒド配合錠ＬＤ「ファイザー」,ファイザー,後発品,,,50.20 ,,
